id,title,description,difficulty,imageUrl
231,Thermonuclear smoke devil,Get a unique from the Thermonuclear smoke devil,Master,https://www.runescape.com/img/rsp777/game_icon_thermonuclearsmokedevil.png?2
232,Thermonuclear smoke devil,Get a unique from the Thermonuclear smoke devil,Master,https://www.runescape.com/img/rsp777/game_icon_thermonuclearsmokedevil.png?2
233,Vardorvis,Get a unique from Vardorvis,Master,https://www.runescape.com/img/rsp777/game_icon_vardorvis.png?2
234,Vardorvis,Get a unique from Vardorvis,Master,https://www.runescape.com/img/rsp777/game_icon_vardorvis.png?2
235,Vardorvis,Get a unique from Vardorvis,Master,https://www.runescape.com/img/rsp777/game_icon_vardorvis.png?2
236,Vardorvis,Get a unique from Vardorvis,Master,https://www.runescape.com/img/rsp777/game_icon_vardorvis.png?2
237,Venenatis/Spindel,Get a unique from Venenatis or Spindel,Hard,https://www.runescape.com/img/rsp777/game_icon_venenatis.png?2
238,Venenatis/Spindel,Get a unique from Venenatis or Spindel,Hard,https://www.runescape.com/img/rsp777/game_icon_venenatis.png?2
239,Venenatis/Spindel,Get a unique from Venenatis or Spindel,Hard,https://www.runescape.com/img/rsp777/game_icon_venenatis.png?2
240,Venenatis/Spindel,Get a unique from Venenatis or Spindel,Hard,https://www.runescape.com/img/rsp777/game_icon_venenatis.png?2
241,Venenatis/Spindel,Get a unique from Venenatis or Spindel,Hard,https://www.runescape.com/img/rsp777/game_icon_venenatis.png?2
242,Vet'ion/Calvar'ion,Get a unique from Vet'ion or Calvar'ion,Hard,https://www.runescape.com/img/rsp777/game_icon_vetion.png?2
243,Vet'ion/Calvar'ion,Get a unique from Vet'ion or Calvar'ion,Hard,https://www.runescape.com/img/rsp777/game_icon_vetion.png?2
244,Vet'ion/Calvar'ion,Get a unique from Vet'ion or Calvar'ion,Hard,https://www.runescape.com/img/rsp777/game_icon_vetion.png?2
245,Vet'ion/Calvar'ion,Get a unique from Vet'ion or Calvar'ion,Hard,https://www.runescape.com/img/rsp777/game_icon_vetion.png?2
246,Vet'ion/Calvar'ion,Get a unique from Vet'ion or Calvar'ion,Hard,https://www.runescape.com/img/rsp777/game_icon_vetion.png?2
247,Vorkath,Get a unique from Vorkath,Hard,https://www.runescape.com/img/rsp777/game_icon_vorkath.png?2
248,Vorkath,Get a unique from Vorkath,Hard,https://www.runescape.com/img/rsp777/game_icon_vorkath.png?2
249,Vorkath,Get a unique from Vorkath,Hard,https://www.runescape.com/img/rsp777/game_icon_vorkath.png?2
250,Vorkath,Get a unique from Vorkath,Hard,https://www.runescape.com/img/rsp777/game_icon_vorkath.png?2
251,The Whisperer,Get a unique from The Whisperer,Master,https://www.runescape.com/img/rsp777/game_icon_thewhisperer.png?2
252,The Whisperer,Get a unique from The Whisperer,Master,https://www.runescape.com/img/rsp777/game_icon_thewhisperer.png?2
253,The Whisperer,Get a unique from The Whisperer,Master,https://www.runescape.com/img/rsp777/game_icon_thewhisperer.png?2
254,The Whisperer,Get a unique from The Whisperer,Master,https://www.runescape.com/img/rsp777/game_icon_thewhisperer.png?2
255,Wintertodt,Get a unique from Wintertodt,Beginner,https://www.runescape.com/img/rsp777/game_icon_wintertodt.png?2
256,Wintertodt,Get a unique from Wintertodt,Beginner,https://www.runescape.com/img/rsp777/game_icon_wintertodt.png?2
257,Wintertodt,Get a unique from Wintertodt,Easy,https://www.runescape.com/img/rsp777/game_icon_wintertodt.png?2
258,Wintertodt,Get a unique from Wintertodt,Easy,https://www.runescape.com/img/rsp777/game_icon_wintertodt.png?2
259,Wintertodt,Get a unique from Wintertodt,Easy,https://www.runescape.com/img/rsp777/game_icon_wintertodt.png?2
260,Wintertodt,Get a unique from Wintertodt,Easy,https://www.runescape.com/img/rsp777/game_icon_wintertodt.png?2
261,Wintertodt,Get a unique from Wintertodt,Medium,https://www.runescape.com/img/rsp777/game_icon_wintertodt.png?2
262,Wintertodt,Get a unique from Wintertodt,Medium,https://www.runescape.com/img/rsp777/game_icon_wintertodt.png?2
263,Wintertodt,Get a unique from Wintertodt,Hard,https://www.runescape.com/img/rsp777/game_icon_wintertodt.png?2
264,Yama,Get a unique from Yama,Master,https://www.runescape.com/img/rsp777/game_icon_yama.png?2
265,Yama,Get a unique from Yama,Master,https://www.runescape.com/img/rsp777/game_icon_yama.png?2
266,Yama,Get a unique from Yama,Master,https://www.runescape.com/img/rsp777/game_icon_yama.png?2
267,Yama,Get a unique from Yama,Master,https://www.runescape.com/img/rsp777/game_icon_yama.png?2
268,Yama,Get a unique from Yama,Master,https://www.runescape.com/img/rsp777/game_icon_yama.png?2
269,Yama,Get a unique from Yama,Master,https://www.runescape.com/img/rsp777/game_icon_yama.png?2
270,Yama,Get a unique from Yama,Master,https://www.runescape.com/img/rsp777/game_icon_yama.png?2
271,Yama,Get a unique from Yama,Master,https://www.runescape.com/img/rsp777/game_icon_yama.png?2
272,Yama,Get a unique from Yama,Master,https://www.runescape.com/img/rsp777/game_icon_yama.png?2
273,Yama,Get a unique from Yama,Master,https://www.runescape.com/img/rsp777/game_icon_yama.png?2
274,Zalcano,Get a unique from Zalcano,Elite,https://www.runescape.com/img/rsp777/game_icon_zalcano.png?2
275,Zalcano,Get a unique from Zalcano,Elite,https://www.runescape.com/img/rsp777/game_icon_zalcano.png?2
276,Zulrah,Get a unique from Zulrah,Elite,https://www.runescape.com/img/rsp777/game_icon_zulrah.png?2
277,Zulrah,Get a unique from Zulrah,Elite,https://www.runescape.com/img/rsp777/game_icon_zulrah.png?2
278,Zulrah,Get a unique from Zulrah,Elite,https://www.runescape.com/img/rsp777/game_icon_zulrah.png?2
279,Zulrah,Get a unique from Zulrah,Elite,https://www.runescape.com/img/rsp777/game_icon_zulrah.png?2
280,Zulrah,Get a unique from Zulrah,Elite,https://www.runescape.com/img/rsp777/game_icon_zulrah.png?2
281,Zulrah,Get a unique from Zulrah,Elite,https://www.runescape.com/img/rsp777/game_icon_zulrah.png?2
282,Zulrah,Get a unique from Zulrah,Elite,https://www.runescape.com/img/rsp777/game_icon_zulrah.png?2
283,Zulrah,Get a unique from Zulrah,Elite,https://www.runescape.com/img/rsp777/game_icon_zulrah.png?2
284,Chambers of Xeric,Get a unique from the Chambers of Xeric,Master,https://www.runescape.com/img/rsp777/game_icon_chambersofxeric.png?2
285,Chambers of Xeric,Get a unique from the Chambers of Xeric,Master,https://www.runescape.com/img/rsp777/game_icon_chambersofxeric.png?2
286,Chambers of Xeric,Get a unique from the Chambers of Xeric,Master,https://www.runescape.com/img/rsp777/game_icon_chambersofxeric.png?2
287,Chambers of Xeric,Get a unique from the Chambers of Xeric,Master,https://www.runescape.com/img/rsp777/game_icon_chambersofxeric.png?2
288,Chambers of Xeric,Get a unique from the Chambers of Xeric,Master,https://www.runescape.com/img/rsp777/game_icon_chambersofxeric.png?2
289,Chambers of Xeric,Get a unique from the Chambers of Xeric,Master,https://www.runescape.com/img/rsp777/game_icon_chambersofxeric.png?2
290,Chambers of Xeric,Get a unique from the Chambers of Xeric,Master,https://www.runescape.com/img/rsp777/game_icon_chambersofxeric.png?2
291,Chambers of Xeric,Get a unique from the Chambers of Xeric,Master,https://www.runescape.com/img/rsp777/game_icon_chambersofxeric.png?2
292,Chambers of Xeric,Get a unique from the Chambers of Xeric,Master,https://www.runescape.com/img/rsp777/game_icon_chambersofxeric.png?2
293,Chambers of Xeric,Get a unique from the Chambers of Xeric,Master,https://www.runescape.com/img/rsp777/game_icon_chambersofxeric.png?2
294,Chambers of Xeric,Get a unique from the Chambers of Xeric,Master,https://www.runescape.com/img/rsp777/game_icon_chambersofxeric.png?2
295,Chambers of Xeric,Get a unique from the Chambers of Xeric,Master,https://www.runescape.com/img/rsp777/game_icon_chambersofxeric.png?2
296,Chambers of Xeric,Get a unique from the Chambers of Xeric,Master,https://www.runescape.com/img/rsp777/game_icon_chambersofxeric.png?2
297,Chambers of Xeric,Get a unique from the Chambers of Xeric,Master,https://www.runescape.com/img/rsp777/game_icon_chambersofxeric.png?2
298,Chambers of Xeric,Get a unique from the Chambers of Xeric,Master,https://www.runescape.com/img/rsp777/game_icon_chambersofxeric.png?2
299,Chambers of Xeric,Get a unique from the Chambers of Xeric,Master,https://www.runescape.com/img/rsp777/game_icon_chambersofxeric.png?2
300,Chambers of Xeric,Get a unique from the Chambers of Xeric,Master,https://www.runescape.com/img/rsp777/game_icon_chambersofxeric.png?2
301,Chambers of Xeric,Get a unique from the Chambers of Xeric,Master,https://www.runescape.com/img/rsp777/game_icon_chambersofxeric.png?2
302,Chambers of Xeric,Get a unique from the Chambers of Xeric,Master,https://www.runescape.com/img/rsp777/game_icon_chambersofxeric.png?2
303,Chambers of Xeric,Get a unique from the Chambers of Xeric,Master,https://www.runescape.com/img/rsp777/game_icon_chambersofxeric.png?2
304,Chambers of Xeric,Get a unique from the Chambers of Xeric,Master,https://www.runescape.com/img/rsp777/game_icon_chambersofxeric.png?2
305,Chambers of Xeric,Get a unique from the Chambers of Xeric,Master,https://www.runescape.com/img/rsp777/game_icon_chambersofxeric.png?2
306,Theatre of Blood,Get a unique from the Theatre of Blood,Master,https://www.runescape.com/img/rsp777/game_icon_theatreofblood.png?2
307,Theatre of Blood,Get a unique from the Theatre of Blood,Master,https://www.runescape.com/img/rsp777/game_icon_theatreofblood.png?2
308,Theatre of Blood,Get a unique from the Theatre of Blood,Master,https://www.runescape.com/img/rsp777/game_icon_theatreofblood.png?2
309,Theatre of Blood,Get a unique from the Theatre of Blood,Master,https://www.runescape.com/img/rsp777/game_icon_theatreofblood.png?2
310,Theatre of Blood,Get a unique from the Theatre of Blood,Master,https://www.runescape.com/img/rsp777/game_icon_theatreofblood.png?2
311,Theatre of Blood,Get a unique from the Theatre of Blood,Master,https://www.runescape.com/img/rsp777/game_icon_theatreofblood.png?2
312,Theatre of Blood,Get a unique from the Theatre of Blood,Master,https://www.runescape.com/img/rsp777/game_icon_theatreofblood.png?2
313,Theatre of Blood,Get a unique from the Theatre of Blood,Master,https://www.runescape.com/img/rsp777/game_icon_theatreofblood.png?2
314,Theatre of Blood,Get a unique from the Theatre of Blood,Master,https://www.runescape.com/img/rsp777/game_icon_theatreofblood.png?2
315,Theatre of Blood,Get a unique from the Theatre of Blood,Master,https://www.runescape.com/img/rsp777/game_icon_theatreofblood.png?2
316,Theatre of Blood,Get a unique from the Theatre of Blood,Master,https://www.runescape.com/img/rsp777/game_icon_theatreofblood.png?2
317,Theatre of Blood,Get a unique from the Theatre of Blood,Master,https://www.runescape.com/img/rsp777/game_icon_theatreofblood.png?2
318,Theatre of Blood,Get a unique from the Theatre of Blood,Master,https://www.runescape.com/img/rsp777/game_icon_theatreofblood.png?2
319,Theatre of Blood,Get a unique from the Theatre of Blood,Master,https://www.runescape.com/img/rsp777/game_icon_theatreofblood.png?2
320,Theatre of Blood,Get a unique from the Theatre of Blood,Master,https://www.runescape.com/img/rsp777/game_icon_theatreofblood.png?2
321,Theatre of Blood,Get a unique from the Theatre of Blood,Master,https://www.runescape.com/img/rsp777/game_icon_theatreofblood.png?2
322,Tombs of Amascut,Get a unique from the Tombs of Amascut,Elite,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
323,Tombs of Amascut,Get a unique from the Tombs of Amascut,Elite,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
324,Tombs of Amascut,Get a unique from the Tombs of Amascut,Elite,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
325,Tombs of Amascut,Get a unique from the Tombs of Amascut,Elite,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
326,Tombs of Amascut,Get a unique from the Tombs of Amascut,Elite,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
327,Tombs of Amascut,Get a unique from the Tombs of Amascut,Elite,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
328,Tombs of Amascut,Get a unique from the Tombs of Amascut,Master,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
329,Tombs of Amascut,Get a unique from the Tombs of Amascut,Master,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
330,Tombs of Amascut,Get a unique from the Tombs of Amascut,Master,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
331,Tombs of Amascut,Get a unique from the Tombs of Amascut,Master,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
332,Tombs of Amascut,Get a unique from the Tombs of Amascut,Master,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
333,Tombs of Amascut,Get a unique from the Tombs of Amascut,Master,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
334,Tombs of Amascut,Get a unique from the Tombs of Amascut,Master,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
335,Tombs of Amascut,Get a unique from the Tombs of Amascut,Master,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
336,Tombs of Amascut,Get a unique from the Tombs of Amascut,Master,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
337,Tombs of Amascut,Get a unique from the Tombs of Amascut,Master,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
338,Tombs of Amascut,Get a unique from the Tombs of Amascut,Master,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
339,Tombs of Amascut,Get a unique from the Tombs of Amascut,Master,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
340,Tombs of Amascut,Get a unique from the Tombs of Amascut,Master,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
341,Tombs of Amascut,Get a unique from the Tombs of Amascut,Master,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
342,Tombs of Amascut,Get a unique from the Tombs of Amascut,Master,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
343,Tombs of Amascut,Get a unique from the Tombs of Amascut,Master,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
344,Tombs of Amascut,Get a unique from the Tombs of Amascut,Master,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
345,Tombs of Amascut,Get a unique from the Tombs of Amascut,Master,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
346,Tombs of Amascut,Get a unique from the Tombs of Amascut,Master,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
347,Tombs of Amascut,Get a unique from the Tombs of Amascut,Master,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
348,Tombs of Amascut,Get a unique from the Tombs of Amascut,Master,https://www.runescape.com/img/rsp777/game_icon_tombsofamascut.png?2
349,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
350,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
351,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
352,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
353,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
354,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
355,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
356,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
357,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
358,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
359,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
360,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
361,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
362,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
363,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
364,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
365,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
366,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
367,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
368,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
369,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
370,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
371,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
372,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
373,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
374,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
375,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
376,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
377,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
378,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
379,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
380,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
381,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
382,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
383,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
384,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
385,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
386,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
387,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
388,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
389,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
390,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
391,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
392,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
393,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
394,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
395,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
396,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
397,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
398,PvM Pet,Obtain a PvM pet,Passive,https://oldschool.runescape.wiki/images/Summoning_icon.png?97fc0
399,Beginner Treasure Trails,Get 2 uniques from Beginner Treasure Trails,Beginner,https://oldschool.runescape.wiki/images/Clue_scroll_%28beginner%29.png?09bb0
400,Beginner Treasure Trails,Get 2 uniques from Beginner Treasure Trails,Beginner,https://oldschool.runescape.wiki/images/Clue_scroll_%28beginner%29.png?09bb0
401,Beginner Treasure Trails,Get 2 uniques from Beginner Treasure Trails,Beginner,https://oldschool.runescape.wiki/images/Clue_scroll_%28beginner%29.png?09bb0
402,Beginner Treasure Trails,Get 2 uniques from Beginner Treasure Trails,Beginner,https://oldschool.runescape.wiki/images/Clue_scroll_%28beginner%29.png?09bb0
403,Beginner Treasure Trails,Get 2 uniques from Beginner Treasure Trails,Easy,https://oldschool.runescape.wiki/images/Clue_scroll_%28beginner%29.png?09bb0
404,Beginner Treasure Trails,Get 2 uniques from Beginner Treasure Trails,Easy,https://oldschool.runescape.wiki/images/Clue_scroll_%28beginner%29.png?09bb0
405,Beginner Treasure Trails,Get 2 uniques from Beginner Treasure Trails,Easy,https://oldschool.runescape.wiki/images/Clue_scroll_%28beginner%29.png?09bb0
406,Beginner Treasure Trails,Get 2 uniques from Beginner Treasure Trails,Medium,https://oldschool.runescape.wiki/images/Clue_scroll_%28beginner%29.png?09bb0
407,Easy Treasure Trails,Get 4 uniques from Easy Treasure Trails,Beginner,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
408,Easy Treasure Trails,Get 4 uniques from Easy Treasure Trails,Beginner,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
409,Easy Treasure Trails,Get 3 uniques from Easy Treasure Trails,Easy,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
410,Easy Treasure Trails,Get 3 uniques from Easy Treasure Trails,Easy,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
411,Easy Treasure Trails,Get 3 uniques from Easy Treasure Trails,Easy,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
412,Easy Treasure Trails,Get 3 uniques from Easy Treasure Trails,Easy,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
413,Easy Treasure Trails,Get 2 uniques from Easy Treasure Trails,Medium,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
414,Easy Treasure Trails,Get 2 uniques from Easy Treasure Trails,Medium,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
415,Easy Treasure Trails,Get 2 uniques from Easy Treasure Trails,Medium,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
416,Easy Treasure Trails,Get 2 uniques from Easy Treasure Trails,Medium,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
417,Easy Treasure Trails,Get 3 uniques from Easy Treasure Trails,Medium,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
418,Easy Treasure Trails,Get 3 uniques from Easy Treasure Trails,Medium,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
419,Easy Treasure Trails,Get 4 uniques from Easy Treasure Trails,Medium,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
420,Easy Treasure Trails,Get 4 uniques from Easy Treasure Trails,Medium,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
421,Easy Treasure Trails,Get 4 uniques from Easy Treasure Trails,Medium,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
422,Easy Treasure Trails,Get 5 uniques from Easy Treasure Trails,Hard,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
423,Easy Treasure Trails,Get 5 uniques from Easy Treasure Trails,Hard,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
424,Easy Treasure Trails,Get 5 uniques from Easy Treasure Trails,Hard,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
425,Easy Treasure Trails,Get 5 uniques from Easy Treasure Trails,Hard,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
426,Easy Treasure Trails,Get 5 uniques from Easy Treasure Trails,Hard,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
427,Easy Treasure Trails,Get 5 uniques from Easy Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
428,Easy Treasure Trails,Get 5 uniques from Easy Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
429,Easy Treasure Trails,Get 5 uniques from Easy Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
430,Easy Treasure Trails,Get 5 uniques from Easy Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
431,Easy Treasure Trails,Get 5 uniques from Easy Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
432,Easy Treasure Trails,Get 5 uniques from Easy Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
433,Easy Treasure Trails,Get 5 uniques from Easy Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
434,Easy Treasure Trails,Get 5 uniques from Easy Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
435,Easy Treasure Trails,Get 5 uniques from Easy Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
436,Easy Treasure Trails,Get 5 uniques from Easy Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
437,Easy Treasure Trails,Get 5 uniques from Easy Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
438,Easy Treasure Trails,Get 5 uniques from Easy Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28easy%29.png?e29cd
439,Medium Treasure Trails,Get 3 uniques from Medium Treasure Trails,Easy,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
440,Medium Treasure Trails,Get 3 uniques from Medium Treasure Trails,Easy,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
441,Medium Treasure Trails,Get 3 uniques from Medium Treasure Trails,Easy,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
442,Medium Treasure Trails,Get 3 uniques from Medium Treasure Trails,Easy,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
443,Medium Treasure Trails,Get 3 uniques from Medium Treasure Trails,Easy,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
444,Medium Treasure Trails,Get 4 uniques from Medium Treasure Trails,Medium,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
445,Medium Treasure Trails,Get 4 uniques from Medium Treasure Trails,Medium,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
446,Medium Treasure Trails,Get 4 uniques from Medium Treasure Trails,Medium,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
447,Medium Treasure Trails,Get 4 uniques from Medium Treasure Trails,Medium,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
448,Medium Treasure Trails,Get 4 uniques from Medium Treasure Trails,Medium,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
